SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
127069,0,Cash loans,M,Y,Y,0,112500,101880,12217.5,90000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.007274,-20412,-938,-4397,-3572,1,1,0,1,0,0,Drivers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Transport,0,0,0,0,-6,0,0,0,0,0,1
339570,0,Revolving loans,F,N,N,1,135000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-13835,-5874,-2680,-4492,1,1,0,1,0,0,Medicine staff,3,2,2,MONDAY,10,0,0,0,0,0,0,Kindergarten,0,0,0,0,0,0,0,0,0,0,0
206689,0,Cash loans,M,Y,N,0,112500,225000,23872.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019101,-11581,-1642,-2550,-2569,1,1,1,1,1,0,Sales staff,2,2,2,FRIDAY,11,0,0,0,1,1,0,Business Entity Type 3,0,0,0,0,-286,1,1,0,0,0,2
383621,0,Cash loans,F,N,Y,1,180000,521280,35392.5,450000,Family,Working,Higher education,Married,House / apartment,0.010006,-12385,-238,-356,-2174,1,1,0,1,0,0,High skill tech staff,3,2,2,TUESDAY,7,0,0,0,0,0,0,Telecom,3,0,3,0,-2079,0,0,0,0,0,0
339651,0,Cash loans,F,Y,Y,0,162000,640080,31261.5,450000,"Spouse, partner",Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-13104,-2668,-7001,-5107,1,1,0,1,0,0,High skill tech staff,2,2,2,SATURDAY,15,0,0,0,0,0,0,Transport,3,0,3,0,-328,0,0,0,0,1,0
383682,0,Cash loans,M,Y,Y,1,138150,1440000,36531,1440000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.010147,-14405,-1388,-1287,-4709,1,1,1,1,1,0,Security staff,3,2,2,MONDAY,10,0,0,0,0,0,0,Government,0,0,0,0,-6,0,3,3,0,0,0
111691,0,Cash loans,M,Y,Y,0,135000,945000,27760.5,945000,Family,Working,Secondary / secondary special,Married,House / apartment,0.026392,-14543,-1308,-8634,-4656,1,1,1,1,1,0,Laborers,2,2,2,SATURDAY,12,0,0,0,0,0,0,Self-employed,1,0,1,0,-40,0,0,0,1,0,0
321736,0,Cash loans,F,N,Y,1,135000,675000,21906,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-16593,-976,-6014,-141,1,1,1,1,0,0,Sales staff,3,1,1,SATURDAY,16,0,0,0,0,1,1,Business Entity Type 3,0,0,0,0,-2300,0,0,0,0,0,0
354129,0,Cash loans,M,Y,Y,0,157500,751500,33102,751500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,-16065,-136,-4155,-4089,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,15,0,0,0,0,1,1,Other,0,0,0,0,-3448,0,0,0,0,0,3
256341,0,Cash loans,M,Y,Y,0,135000,634482,18679.5,454500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-20661,-12477,-3790,-2324,1,1,1,1,1,0,Laborers,2,3,3,FRIDAY,9,0,0,0,0,1,1,Industry,18,0,18,0,0,0,0,0,2,0,1
232465,0,Cash loans,F,N,Y,1,90000,518562,26644.5,463500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010643,-15807,-813,-725,-1456,1,1,0,1,0,0,Sales staff,3,2,2,TUESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-955,0,0,0,0,1,1
253108,0,Cash loans,M,N,N,2,112500,508495.5,21672,454500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.022625,-14984,-2240,-7577,-4351,1,1,0,1,1,0,Laborers,4,2,2,MONDAY,16,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-96,0,0,0,1,0,3
261012,0,Cash loans,M,N,Y,0,157500,454500,46701,454500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.026392,-13946,-1344,-318,-4608,1,1,0,1,1,0,High skill tech staff,2,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,0,0,0,0,0,0,0
441940,0,Cash loans,F,N,Y,1,67500,95940,10462.5,90000,"Spouse, partner",Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.010276,-10847,-2221,-4938,-3526,1,1,0,1,0,0,Sales staff,3,2,2,MONDAY,9,0,0,0,0,0,0,Business Entity Type 1,0,0,0,0,-779,0,0,0,0,1,4
323116,0,Cash loans,F,N,Y,1,157500,1256400,36864,9e+05,Other,Working,Secondary / secondary special,Single / not married,House / apartment,0.007305,-13716,-1164,-183,-80,1,1,0,1,1,0,Sales staff,2,3,3,FRIDAY,14,0,0,0,0,0,0,Business Entity Type 3,1,0,1,0,-35,0,0,0,0,0,0
422779,0,Cash loans,M,Y,Y,1,202500,675000,26284.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.026392,-13699,-855,-1201,-1864,1,1,0,1,1,0,Drivers,3,2,2,MONDAY,11,0,0,0,0,0,0,Postal,4,0,4,0,-2552,0,0,0,0,0,2
388977,0,Cash loans,F,N,Y,0,270000,601470,29065.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-19345,-8512,-7099,-2897,1,1,0,1,0,0,Cooking staff,2,1,1,WEDNESDAY,16,0,0,0,0,0,0,Industry,0,0,0,0,-1668,0,0,0,1,0,3
252163,0,Cash loans,F,Y,Y,1,225000,728460,57685.5,675000,Family,Commercial associate,Higher education,Married,House / apartment,0.010147,-11539,-784,-1922,-3268,1,1,0,1,1,0,Sales staff,3,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-810,0,0,0,0,0,2
435044,0,Cash loans,M,Y,N,0,135000,225000,11875.5,225000,Family,Commercial associate,Higher education,Single / not married,House / apartment,0.007274,-9979,-530,-4205,-2663,1,1,1,1,0,0,Core staff,1,2,2,FRIDAY,17,0,0,0,0,0,0,Bank,0,0,0,0,-677,0,3,3,0,0,2
383371,0,Cash loans,F,N,Y,0,121500,254700,14620.5,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.025164,-19050,-2994,-3527,-2548,1,1,1,1,1,0,Sales staff,1,2,2,THURSDAY,15,0,0,0,0,1,1,Self-employed,1,0,1,0,-743,0,0,0,0,0,10
262066,0,Cash loans,M,N,Y,0,270000,243000,24165,243000,Unaccompanied,Commercial associate,Higher education,Civil marriage,Office apartment,0.010643,-12983,-807,-7068,-123,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,15,1,1,0,0,0,0,Government,3,1,2,0,-472,0,0,0,0,0,0
408449,0,Cash loans,M,Y,Y,0,108000,675000,29862,675000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.026392,-19198,-494,-3203,-2734,1,1,0,1,1,0,Drivers,1,2,2,SATURDAY,10,0,0,0,0,0,0,Business Entity Type 3,2,0,2,0,-1921,0,0,0,0,0,1
143654,0,Cash loans,F,N,Y,0,81000,117162,8653.5,103500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.031329,-11371,-748,-2369,-2369,1,1,0,1,0,0,Laborers,1,2,2,FRIDAY,15,0,0,0,0,0,0,Industry,3,1,3,1,-242,0,0,0,0,0,0
272464,0,Cash loans,F,Y,Y,0,270000,576841.5,39276,544500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018801,-14416,-5178,-4907,-4561,1,1,0,1,0,0,High skill tech staff,1,2,2,TUESDAY,12,0,0,0,0,0,0,Business Entity Type 3,4,1,4,1,-1475,0,0,0,0,2,2
198634,0,Cash loans,M,Y,Y,0,225000,167121,13252.5,139500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.035792,-17775,-527,-7628,-1252,1,1,0,1,0,0,Laborers,1,2,2,WEDNESDAY,13,0,0,0,1,1,0,Business Entity Type 3,0,0,0,0,-273,0,0,0,0,0,1
339482,0,Cash loans,F,N,Y,0,292500,398160,22986,315000,Unaccompanied,Working,Higher education,Married,House / apartment,0.025164,-15012,-3344,-6487,-4676,1,1,0,1,0,0,Accountants,2,2,2,MONDAY,9,0,0,0,0,0,0,Government,4,0,4,0,-1227,0,0,0,0,1,1
426237,0,Cash loans,F,N,Y,0,247500,526500,27013.5,526500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.026392,-16207,-5085,-1365,-4785,1,1,0,1,0,1,Core staff,2,2,2,FRIDAY,16,0,0,0,0,0,0,Police,1,0,1,0,-1799,0,0,0,1,0,2
264186,0,Cash loans,F,Y,Y,0,112500,264888,28525.5,234000,Unaccompanied,Commercial associate,Higher education,Widow,House / apartment,0.009175,-19559,-4000,-1793,-2841,1,1,0,1,0,0,Managers,1,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,0,0,0,0,1,0,1
142031,0,Cash loans,F,N,Y,0,225000,9e+05,46084.5,9e+05,Unaccompanied,Commercial associate,Secondary / secondary special,Separated,House / apartment,0.04622,-18178,-4896,-12222,-1721,1,1,0,1,1,0,Accountants,1,1,1,TUESDAY,13,0,0,0,0,0,0,Transport,0,0,0,0,-1963,0,0,0,0,1,2
436671,0,Cash loans,F,N,Y,0,81000,219069,10669.5,148500,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.0105,-15063,-4277,-2829,-4323,1,1,0,1,1,0,Sales staff,1,3,3,TUESDAY,9,0,0,0,0,0,0,Self-employed,0,0,0,0,-520,0,0,0,0,0,1
283034,0,Cash loans,M,Y,Y,0,270000,314055,16164,238500,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.031329,-19162,-2764,-9761,-2521,1,1,0,1,0,0,Drivers,2,2,2,THURSDAY,9,0,0,0,0,1,1,Self-employed,1,1,1,1,-922,0,0,0,0,1,4
300917,0,Cash loans,F,N,N,0,261000,675000,34596,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.031329,-19155,-1623,-991,-2423,1,1,1,1,1,0,Medicine staff,2,2,2,MONDAY,9,0,1,1,0,1,1,Medicine,0,0,0,0,-631,0,0,0,0,0,3
295200,0,Cash loans,F,N,Y,0,94500,517500,16821,517500,Unaccompanied,Commercial associate,Lower secondary,Single / not married,House / apartment,0.031329,-22459,-757,-1497,-3856,1,1,0,1,0,0,Medicine staff,1,2,2,THURSDAY,10,0,0,0,0,0,0,Medicine,5,1,5,0,0,0,0,0,0,0,0
334316,0,Cash loans,M,Y,Y,0,216000,167076,13059,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.00702,-11089,-1905,-2804,-3691,1,1,0,1,0,0,Sales staff,1,2,2,TUESDAY,17,0,0,0,0,1,1,Self-employed,4,2,4,0,-1391,0,0,0,0,1,2
405988,0,Revolving loans,F,N,N,0,180000,450000,22500,450000,Family,State servant,Higher education,Married,With parents,0.072508,-13642,-1339,-7773,-4087,1,1,0,0,0,0,Medicine staff,2,1,1,THURSDAY,11,0,0,0,0,0,0,Medicine,2,1,2,0,-4,0,0,0,0,0,0
266066,0,Cash loans,F,N,Y,2,112500,495351,27787.5,459000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.00702,-12809,-2328,-1572,-1572,1,1,0,1,0,0,Sales staff,4,2,2,TUESDAY,11,0,0,0,1,1,1,Self-employed,0,0,0,0,-989,0,0,0,0,0,4
304284,0,Cash loans,F,Y,Y,0,67500,135000,9148.5,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.020713,-16185,-546,-1082,-4657,1,1,1,1,0,0,Sales staff,2,3,3,WEDNESDAY,13,0,0,0,0,0,0,Self-employed,11,0,11,0,-386,0,0,0,0,0,0
432439,0,Revolving loans,F,N,Y,0,135000,135000,6750,135000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.019689,-9739,-322,-148,-2425,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,9,0,0,0,0,0,0,Kindergarten,1,0,1,0,0,0,0,0,0,0,0
378443,0,Cash loans,F,Y,Y,0,76500,135000,10953,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009175,-15479,-2765,-8877,-5057,1,1,1,1,0,0,Cooking staff,2,2,2,TUESDAY,13,0,0,0,0,0,0,Agriculture,0,0,0,0,0,0,0,0,0,0,0
138249,0,Cash loans,F,N,Y,0,157500,545040,26640,450000,Unaccompanied,Working,Incomplete higher,Married,With parents,0.020713,-10053,-244,-1147,-721,1,1,1,1,1,0,Sales staff,2,3,3,FRIDAY,8,0,0,0,0,0,0,Self-employed,0,0,0,0,-460,0,0,0,0,0,3
215884,0,Revolving loans,F,N,Y,0,270000,270000,13500,270000,Unaccompanied,Commercial associate,Higher education,Separated,House / apartment,0.005313,-21225,-7121,-12234,-4783,1,1,0,1,0,0,Core staff,1,2,2,SUNDAY,12,0,0,0,0,0,0,School,3,0,3,0,0,0,0,0,0,0,2
339359,0,Cash loans,F,N,Y,1,112500,509400,32683.5,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010006,-16586,-264,-8682,-117,1,1,1,1,1,0,Cooking staff,3,2,2,WEDNESDAY,14,0,0,0,0,0,0,Self-employed,3,2,3,0,-1940,0,0,0,1,0,1
354376,0,Revolving loans,F,Y,N,0,90000,247500,12375,247500,Unaccompanied,Working,Higher education,Married,House / apartment,0.005144,-14808,-269,-1665,-4725,1,1,0,1,0,0,Core staff,2,2,2,FRIDAY,15,0,0,0,0,0,0,Self-employed,0,0,0,0,-198,0,0,0,0,0,0
306020,0,Cash loans,F,N,Y,0,135000,749349,27661.5,625500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0228,-18850,-3542,-3416,-2036,1,1,0,1,0,0,Laborers,2,2,2,WEDNESDAY,9,0,0,0,0,0,0,Other,9,0,9,0,-2486,0,0,0,0,0,3
412055,0,Cash loans,M,Y,Y,1,180000,1546020,45333,1350000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.072508,-14982,-931,-6364,-4325,1,1,1,1,1,0,Managers,3,1,1,WEDNESDAY,11,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-1777,0,0,0,0,0,0
277759,0,Cash loans,M,Y,Y,0,351891,3150000,113557.5,3150000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.016612,-18813,-4357,-6613,-2340,1,1,1,1,1,0,Core staff,2,2,2,WEDNESDAY,17,0,0,0,0,0,0,Trade,2,0,1,0,-3167,0,0,0,0,2,2
165954,0,Cash loans,F,N,Y,1,90000,180000,10332,180000,Unaccompanied,Working,Higher education,Separated,House / apartment,0.009175,-17285,-1195,-2182,-833,1,1,1,1,0,0,Sales staff,2,2,2,TUESDAY,16,0,0,0,0,0,0,Trade,0,0,0,0,-1099,0,0,0,0,0,1
377928,0,Revolving loans,F,N,Y,1,135000,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.019689,-8255,-1581,-3648,-861,1,1,0,1,0,0,Sales staff,3,2,2,WEDNESDAY,11,0,0,0,0,0,0,Self-employed,0,0,0,0,-821,0,0,0,0,0,2
249259,0,Cash loans,F,N,N,2,108000,247275,17586,225000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.04622,-13633,-203,-3490,-4672,1,1,1,1,0,0,Laborers,3,1,1,TUESDAY,8,0,0,0,0,1,1,Business Entity Type 3,1,0,1,0,-1794,0,0,0,0,0,1
368430,0,Revolving loans,M,Y,Y,0,270000,405000,20250,405000,Unaccompanied,Working,Higher education,Married,House / apartment,0.00823,-11892,-915,-4962,-3708,1,1,0,1,1,0,Security staff,2,2,2,TUESDAY,10,0,0,0,0,0,0,Business Entity Type 3,2,1,2,0,0,0,0,0,0,0,2
271358,0,Cash loans,F,N,N,0,112500,490495.5,27517.5,454500,Family,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,0.022625,-13988,-466,-7979,-4851,1,1,0,1,0,0,Sales staff,1,2,2,MONDAY,15,0,0,0,1,1,0,Business Entity Type 3,0,0,0,0,-2945,0,0,0,0,0,0
436225,0,Cash loans,M,Y,N,0,157500,450000,24412.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.030755,-11100,-971,-783,-3730,1,1,1,1,1,0,Managers,1,2,2,THURSDAY,12,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-672,0,0,0,0,0,1
164809,0,Cash loans,M,Y,N,0,180000,167121,9193.5,139500,Other,Working,Secondary / secondary special,Married,House / apartment,0.020246,-18307,-261,-6916,-1841,1,1,1,1,1,0,Drivers,2,3,3,FRIDAY,9,0,0,0,1,1,0,Industry,0,0,0,0,-236,0,0,0,0,0,3
121797,0,Cash loans,M,Y,N,2,270000,1724220,50544,1350000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12600,-873,-4884,-4898,1,1,0,1,0,0,Laborers,4,2,2,WEDNESDAY,18,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-1797,0,0,0,0,0,1
108960,0,Cash loans,F,Y,Y,2,216000,225000,12334.5,225000,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.0228,-13067,-4638,-2964,-5695,1,1,0,1,0,0,Accountants,4,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,3,0,3,0,-1573,0,0,0,0,0,2
429484,0,Cash loans,M,Y,Y,0,450000,2517300,66532.5,2250000,Unaccompanied,State servant,Higher education,Married,House / apartment,0.072508,-20844,-3406,-7578,-1640,1,1,0,1,1,0,Core staff,2,1,1,SUNDAY,15,0,0,0,0,0,0,Government,0,0,0,0,-851,0,0,0,6,0,3
344952,0,Cash loans,F,N,Y,2,67500,265851,12919.5,229500,"Spouse, partner",Working,Higher education,Married,House / apartment,0.011703,-13987,-5613,-361,-4280,1,1,1,1,1,0,Core staff,4,2,2,TUESDAY,17,0,0,0,0,0,0,School,3,0,3,0,-409,0,0,0,0,0,3
318579,0,Cash loans,F,Y,Y,0,292500,1314117,38421,1147500,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.008019,-17670,-4118,-3214,-1216,1,1,0,1,0,0,Managers,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Industry,2,0,2,0,-1606,0,0,0,0,1,3
162143,0,Revolving loans,M,N,N,0,194445,225000,11250,225000,Unaccompanied,Commercial associate,Higher education,Married,With parents,0.04622,-11811,-1038,-2084,-2084,1,1,1,1,0,1,High skill tech staff,2,1,1,FRIDAY,20,1,1,0,1,1,0,Business Entity Type 3,0,0,0,0,-6,0,0,0,0,0,0
316686,0,Cash loans,F,Y,N,2,157500,450000,21109.5,450000,Unaccompanied,Working,Higher education,Married,House / apartment,0.0105,-10890,-1837,-21,-2720,1,1,0,1,0,0,Core staff,4,3,3,TUESDAY,14,0,0,0,0,0,0,School,1,0,1,0,-1749,0,0,0,0,0,5
341331,0,Revolving loans,M,N,Y,1,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006852,-15191,-1375,-6530,-2477,1,1,1,1,1,0,Laborers,3,3,3,THURSDAY,6,0,0,0,0,0,0,Housing,1,0,1,0,-1221,0,0,0,0,0,1
136636,0,Cash loans,M,Y,N,0,180000,1454094,39987,1138500,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,-20919,-8812,-12971,-4370,1,1,0,1,0,0,Laborers,2,2,2,SATURDAY,15,0,0,0,0,0,0,Other,0,0,0,0,-2551,0,0,0,0,0,5
409094,0,Cash loans,F,N,N,0,90000,729396,52753.5,688500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006296,-11270,-2230,-3982,-3160,1,1,1,1,1,0,Laborers,2,3,3,SUNDAY,15,0,0,0,0,1,1,Business Entity Type 3,0,0,0,0,-651,0,0,0,1,0,5
289613,0,Cash loans,F,N,N,0,27000,238896,13842,189000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-16653,-3134,-6299,-207,1,1,0,1,0,0,Cleaning staff,2,3,3,MONDAY,10,0,0,0,0,0,0,School,2,1,2,1,-177,1,0,0,0,0,2
