SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR
387620,0,Cash loans,M,Y,Y,0,171000,1129500,31189.5,1129500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19711,-4580,-7882,-3269,1,1,0,1,0,0,High skill tech staff,2,2,2,WEDNESDAY,8,0,0,0,0,0,0,Business Entity Type 3,1,1,1,1,-301,0,0,0,0,0,2
136143,1,Cash loans,M,Y,N,0,90000,497520,39438,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002134,-17742,-2507,-2506,-1167,1,1,0,1,0,0,Drivers,2,3,3,WEDNESDAY,9,0,0,0,0,1,1,Self-employed,10,1,10,1,-236,0,0,0,0,0,3
413024,1,Cash loans,M,Y,Y,0,225000,1314117,38551.5,1147500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.019101,-21641,-3244,-937,-4369,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,11,0,0,0,0,1,1,Housing,7,2,7,1,-287,0,0,0,0,0,2
167966,1,Cash loans,F,N,N,2,112500,545040,26509.5,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,Municipal apartment,0.04622,-12852,-244,-3692,-1443,1,1,0,1,1,0,Sales staff,4,1,1,FRIDAY,13,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-769,0,0,0,0,0,2
387985,0,Cash loans,F,Y,Y,2,63000,170640,13612.5,135000,Family,Working,Secondary / secondary special,Married,House / apartment,0.006852,-9813,-850,-3126,-2416,1,1,1,1,1,0,Sales staff,4,3,3,FRIDAY,9,0,0,0,0,0,0,Trade,1,0,1,0,-375,0,0,0,0,0,0
171749,0,Revolving loans,F,N,Y,0,90000,180000,9000,180000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.018029,-9592,-559,-9545,-2192,1,1,0,1,0,0,Managers,1,3,3,FRIDAY,13,0,0,0,0,0,0,Trade,0,0,0,0,-261,0,0,0,0,0,0
165228,1,Cash loans,F,Y,Y,1,234000,592560,35937,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.018801,-10813,-819,-1421,-2252,1,1,0,1,0,0,Core staff,3,2,2,MONDAY,15,0,0,0,0,0,0,Kindergarten,0,0,0,0,0,0,0,0,0,0,0
251405,0,Cash loans,F,N,Y,0,67500,348264,23274,315000,Family,Working,Secondary / secondary special,Married,House / apartment,0.0105,-12771,-1433,-784,-2442,1,1,1,1,1,0,Managers,2,3,3,THURSDAY,10,0,0,0,0,0,0,Business Entity Type 3,3,0,3,0,-279,0,0,0,0,0,0
203739,1,Cash loans,F,N,N,0,144000,254700,20250,225000,Unaccompanied,Working,Higher education,Married,House / apartment,0.011657,-17364,-3053,-1644,-900,1,1,1,1,0,0,Security staff,2,1,1,FRIDAY,19,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-993,0,0,0,1,2,2
311306,0,Cash loans,M,Y,Y,1,135000,310671,24673.5,256500,Unaccompanied,Working,Higher education,Married,House / apartment,0.018634,-10375,-711,-10368,-3043,1,1,0,1,0,0,Laborers,3,2,2,TUESDAY,18,0,0,0,1,1,0,Business Entity Type 3,0,0,0,0,-873,0,0,0,0,1,4
186509,1,Cash loans,M,N,Y,1,405000,239850,28593,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006671,-18358,-848,-136,-1885,1,1,1,1,0,0,Laborers,3,2,2,FRIDAY,14,0,1,1,0,1,1,Business Entity Type 3,0,0,0,0,-2138,0,0,0,0,1,1
139094,1,Cash loans,F,N,Y,0,63000,142200,6916.5,112500,Unaccompanied,State servant,Secondary / secondary special,Separated,House / apartment,0.008625,-10442,-395,-356,-3093,1,1,1,1,0,0,Laborers,1,2,2,MONDAY,9,0,0,0,0,1,1,Postal,0,0,0,0,-128,0,0,0,0,1,0
295484,1,Cash loans,M,Y,N,1,180000,1552500,50584.5,1552500,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.026392,-12968,-1126,-3246,-4399,1,1,1,1,1,0,Laborers,3,2,2,TUESDAY,18,0,0,0,0,1,1,Construction,0,0,0,0,-1321,0,0,0,0,0,0
355069,1,Cash loans,M,N,Y,0,184500,1185120,39298.5,9e+05,Family,Working,Secondary / secondary special,Married,House / apartment,0.00823,-20589,-1702,-6926,-4118,1,1,0,1,0,0,Sales staff,2,2,2,SATURDAY,18,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-1138,0,0,0,0,0,4
306102,1,Cash loans,M,Y,Y,1,108000,343800,16852.5,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010032,-17328,-1261,-2162,-876,1,1,1,1,1,0,Drivers,3,2,2,THURSDAY,5,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-1364,0,0,0,0,0,3
250993,0,Cash loans,F,Y,Y,0,157500,9e+05,26446.5,9e+05,Unaccompanied,Working,Secondary / secondary special,Married,Rented apartment,0.018801,-10289,-1737,-544,-1826,1,1,0,1,0,0,Core staff,2,2,2,TUESDAY,14,0,0,0,0,0,0,Trade,0,0,0,0,-717,0,0,0,0,0,1
122752,0,Cash loans,M,Y,N,0,252000,1283688,46237.5,1134000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.010556,-15735,-2891,-2492,-3599,1,1,0,1,0,1,Laborers,2,3,3,TUESDAY,10,0,0,0,0,1,1,Self-employed,6,1,6,1,-2315,0,0,0,2,0,5
162479,0,Cash loans,M,N,Y,0,135000,225000,15165,225000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01452,-13224,-449,-146,-138,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,8,0,0,0,0,0,0,Construction,10,0,10,0,-604,0,0,0,0,0,4
439246,1,Cash loans,F,N,Y,0,157500,396171,26928,342000,Unaccompanied,Commercial associate,Higher education,Civil marriage,House / apartment,0.006305,-13421,-409,-6902,-2055,1,1,0,1,0,0,Core staff,2,3,3,FRIDAY,6,0,0,0,1,1,0,Self-employed,0,0,0,0,0,0,0,0,0,0,2
133568,1,Cash loans,F,N,N,0,90000,592560,35937,450000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.035792,-11616,-3029,-2813,-2285,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,14,0,0,0,0,0,0,Services,4,0,4,0,0,0,0,0,0,0,4
415970,1,Cash loans,F,N,N,0,72000,312768,16506,270000,Unaccompanied,Working,Secondary / secondary special,Married,Office apartment,0.0228,-12620,-2572,-1629,-5308,1,1,1,1,0,0,Medicine staff,2,2,2,TUESDAY,14,0,0,0,0,0,0,Medicine,5,1,5,0,-2282,0,0,0,0,0,4
298904,1,Cash loans,M,N,Y,1,360000,592560,35937,450000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.009334,-16757,-352,-4933,-303,1,1,0,1,0,0,Drivers,3,2,2,MONDAY,10,0,0,0,0,1,1,Construction,4,0,4,0,0,0,0,0,2,0,0
319296,1,Cash loans,F,N,Y,1,427500,592560,40216.5,450000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,-13042,-1294,-3438,-3438,1,1,0,1,0,0,Managers,3,1,1,THURSDAY,14,0,0,0,0,0,0,Self-employed,6,0,6,0,-2188,0,0,0,0,0,3
400647,1,Cash loans,M,Y,Y,1,76500,225000,10620,225000,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.004849,-11292,-547,-442,-3722,1,1,1,1,1,0,Low-skill Laborers,3,2,2,SATURDAY,12,0,0,0,0,1,1,Self-employed,0,0,0,0,-775,0,0,0,0,0,1
179805,1,Cash loans,F,N,Y,0,81000,244998,10507.5,175500,Unaccompanied,State servant,Secondary / secondary special,Married,House / apartment,0.022625,-16726,-3243,-7247,-275,1,1,1,1,1,0,Medicine staff,2,2,2,THURSDAY,15,0,0,0,0,1,1,Medicine,0,0,0,0,-1454,0,0,0,0,0,1
437349,0,Cash loans,M,N,Y,2,315000,425416.5,48244.5,382500,Family,Commercial associate,Incomplete higher,Married,House / apartment,0.019689,-11321,-470,-391,-685,1,1,0,1,0,0,Managers,4,2,2,THURSDAY,16,0,0,0,0,0,0,Business Entity Type 3,9,0,9,0,-795,0,0,0,0,0,0
173852,1,Cash loans,M,N,N,0,180000,1381113,36562.5,1206000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018634,-15366,-108,-3723,-4528,1,1,0,1,1,0,Drivers,1,2,2,FRIDAY,16,0,0,0,0,0,0,Self-employed,0,0,0,0,-32,0,0,0,0,0,0
341392,0,Cash loans,F,N,Y,0,157500,95940,10462.5,90000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.00823,-14270,-2502,-7180,-4318,1,1,0,1,0,0,Laborers,2,2,2,MONDAY,17,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-772,0,0,0,0,1,7
260311,0,Cash loans,F,N,Y,2,157500,254700,28737,225000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.010643,-10443,-1959,-1816,-622,1,1,0,1,1,0,Sales staff,4,2,2,MONDAY,12,1,1,0,1,1,0,Business Entity Type 3,0,0,0,0,-508,0,0,0,0,2,5
154073,1,Cash loans,F,N,N,0,162000,601470,30838.5,450000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.011657,-12146,-1302,-5448,-4033,1,1,1,1,0,0,Laborers,2,1,1,WEDNESDAY,8,0,0,0,0,1,1,Business Entity Type 3,3,0,3,0,-278,0,0,0,2,0,1
446102,0,Revolving loans,M,Y,Y,1,81000,630000,31500,630000,Unaccompanied,Working,Lower secondary,Married,House / apartment,0.005002,-12683,-4137,-689,-4095,1,1,0,1,0,0,Drivers,3,3,3,MONDAY,18,0,0,0,0,0,0,Government,0,0,0,0,-699,0,0,0,0,0,0
212745,0,Cash loans,M,N,Y,0,90000,277969.5,16087.5,229500,Family,Commercial associate,Higher education,Married,House / apartment,0.019689,-18416,-7810,-10716,-1108,1,1,0,1,0,0,Managers,2,2,2,THURSDAY,14,0,0,0,0,0,0,Police,0,0,0,0,-3016,0,0,0,2,0,3
132274,0,Revolving loans,M,N,N,0,202500,180000,9000,180000,Family,Working,Secondary / secondary special,Single / not married,With parents,0.00496,-14316,-940,-2116,-4044,1,1,0,1,0,0,Laborers,1,2,2,THURSDAY,11,0,0,0,0,0,0,Government,0,0,0,0,-170,0,0,0,0,0,0
298779,0,Cash loans,F,N,N,1,193500,1260000,36841.5,1260000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.0105,-10918,-989,-2219,-1060,1,1,1,1,0,0,Sales staff,3,3,3,MONDAY,15,0,0,0,0,0,0,Self-employed,4,0,4,0,-861,0,0,0,0,0,2
370181,0,Cash loans,F,N,Y,0,157500,331920,18135,225000,Family,Working,Secondary / secondary special,Married,House / apartment,0.016612,-15704,-3277,-8526,-2127,1,1,0,1,0,0,Laborers,2,2,2,TUESDAY,10,0,0,0,0,1,1,Business Entity Type 3,0,0,0,0,-1522,0,0,0,0,0,0
306423,1,Cash loans,M,Y,Y,0,112500,675000,26284.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.005313,-17528,-115,-569,-974,1,1,1,1,1,0,Laborers,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Industry,2,1,2,1,-223,0,0,0,0,0,0
215462,1,Cash loans,M,N,N,0,157500,592560,32274,450000,Unaccompanied,Working,Secondary / secondary special,Married,With parents,0.018634,-14282,-1890,-6531,-4768,1,1,0,1,0,1,Managers,2,2,2,FRIDAY,16,0,0,0,0,0,0,Business Entity Type 3,1,1,1,1,-1714,0,0,0,0,0,1
214461,1,Cash loans,M,Y,N,0,180000,1546020,42642,1350000,Other,Commercial associate,Higher education,Married,House / apartment,0.030755,-21990,-3064,-6482,-4545,1,1,0,1,0,0,High skill tech staff,2,2,2,TUESDAY,8,0,0,0,0,1,1,Business Entity Type 3,1,0,1,0,-2751,0,0,0,0,0,1
355543,1,Cash loans,F,N,Y,0,90000,450000,22018.5,450000,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.018209,-19143,-994,-4795,-752,1,1,0,1,0,0,Cooking staff,1,3,3,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,3,1,3,0,-503,0,0,0,0,0,1
289874,1,Cash loans,F,N,N,0,130500,625536,31936.5,540000,Unaccompanied,Working,Secondary / secondary special,Married,Municipal apartment,0.005002,-12896,-682,-4569,-4576,1,1,1,1,0,0,Managers,2,3,3,SUNDAY,11,0,0,0,0,1,1,Kindergarten,0,0,0,0,-2140,0,0,0,0,0,1
116255,1,Cash loans,M,Y,Y,0,157500,227520,16618.5,180000,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.030755,-12337,-819,-6257,-4735,1,1,1,1,0,0,Laborers,1,2,2,MONDAY,15,0,1,1,0,1,1,Business Entity Type 2,2,0,2,0,-347,0,0,0,0,0,1
244155,0,Cash loans,F,N,Y,0,175500,679500,19867.5,679500,Unaccompanied,Working,Higher education,Married,Municipal apartment,0.04622,-15004,-1922,-8904,-5012,1,1,0,1,1,0,Core staff,2,1,1,SATURDAY,12,0,0,0,1,1,0,Kindergarten,1,0,1,0,-911,0,0,0,0,1,0
134886,0,Cash loans,M,Y,Y,1,135000,90000,5859,90000,Unaccompanied,Working,Higher education,Married,House / apartment,0.008625,-13793,-5005,-7552,-4401,1,1,1,1,1,0,Managers,3,2,2,MONDAY,14,0,0,0,0,0,0,Electricity,0,0,0,0,-494,0,0,0,0,0,1
321890,1,Cash loans,M,Y,Y,1,247500,545040,25537.5,450000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.010032,-15793,-923,-2788,-2335,1,1,0,1,0,0,Laborers,3,2,2,SATURDAY,4,0,0,0,0,1,1,Construction,0,0,0,0,-1883,0,0,0,0,0,6
251650,1,Revolving loans,F,N,Y,0,112500,270000,13500,270000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010276,-13827,-1756,-4147,-4502,1,1,0,1,0,0,Laborers,2,2,2,FRIDAY,15,0,0,0,0,1,1,Business Entity Type 3,0,0,0,0,-2507,0,0,0,0,0,2
378205,1,Cash loans,F,N,N,2,337500,576072,17595,405000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.006233,-10990,-2174,-457,-3122,1,1,0,1,0,0,Core staff,4,2,2,TUESDAY,12,0,0,0,0,0,0,Self-employed,1,1,1,1,-452,0,0,0,0,0,2
271851,1,Cash loans,F,N,Y,1,247500,577147.5,31437,459000,Unaccompanied,Working,Secondary / secondary special,Widow,House / apartment,0.018634,-14622,-2998,-1205,-372,1,1,0,1,0,1,Sales staff,2,2,2,WEDNESDAY,10,0,0,0,0,0,0,Self-employed,0,0,0,0,-792,0,0,1,0,0,4
298042,0,Cash loans,M,Y,N,0,112500,640080,29970,450000,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-16285,-213,-3323,-263,1,1,0,1,1,0,Managers,2,2,2,FRIDAY,12,0,0,0,0,0,0,Self-employed,0,0,0,0,-1043,0,0,0,0,2,4
380295,1,Cash loans,F,N,Y,3,135000,299772,14580,247500,Family,Working,Secondary / secondary special,Married,House / apartment,0.031329,-11034,-812,-392,-2135,1,1,1,1,0,0,Laborers,5,2,2,WEDNESDAY,16,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-1,0,0,0,0,0,0
247990,1,Cash loans,F,N,N,0,135000,323460,25159.5,270000,Unaccompanied,Working,Higher education,Married,House / apartment,0.018029,-14168,-447,-3145,-3144,1,1,0,1,0,1,Sales staff,2,3,3,FRIDAY,5,0,0,0,0,0,0,Trade,0,0,0,0,0,0,0,0,0,1,2
425321,1,Cash loans,M,N,N,0,180000,585000,29866.5,585000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.016612,-13924,-2024,-3176,-4143,1,1,1,1,0,0,Low-skill Laborers,2,2,2,TUESDAY,12,0,0,0,0,0,0,Industry,0,0,0,0,-1647,0,0,1,0,0,3
230177,0,Cash loans,M,N,N,0,112500,679500,19867.5,679500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-16158,-1069,-4867,-1115,1,1,0,1,1,0,Laborers,2,2,2,THURSDAY,9,0,0,0,0,1,1,Business Entity Type 1,0,0,0,0,-735,0,0,0,0,0,1
205607,0,Cash loans,F,N,Y,1,180000,1807420.5,47808,1615500,Unaccompanied,Working,Higher education,Married,House / apartment,0.007305,-17043,-3863,-4025,-567,1,1,0,1,0,0,Medicine staff,3,3,3,FRIDAY,14,0,0,0,0,0,0,University,0,0,0,0,-838,0,0,0,0,1,0
271823,1,Cash loans,F,N,Y,0,202500,904500,36000,904500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.025164,-16735,-3442,-6006,-267,1,1,1,1,0,0,Laborers,1,2,2,FRIDAY,11,0,0,0,0,0,0,Industry,1,1,1,1,-1752,0,0,0,0,0,1
208723,0,Cash loans,F,Y,Y,0,135000,312768,22374,270000,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.020713,-11358,-3113,-7132,-3217,1,1,1,1,0,0,Laborers,2,3,3,MONDAY,11,0,0,0,0,0,0,Business Entity Type 3,7,0,7,0,-1160,0,0,0,0,0,2
214764,1,Cash loans,F,N,N,0,157500,592560,23314.5,450000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.01885,-9561,-381,-9037,-2205,1,1,0,1,0,0,High skill tech staff,1,2,2,TUESDAY,13,0,0,0,0,0,0,Business Entity Type 3,0,0,0,0,-409,0,0,0,0,0,0
132662,0,Cash loans,F,N,Y,1,202500,1162170,37620,832500,Family,Working,Higher education,Married,House / apartment,0.008625,-14251,-2934,-2430,-3113,1,1,0,1,0,0,Laborers,3,2,2,WEDNESDAY,18,0,0,0,0,0,0,Industry,0,0,0,0,-911,0,0,0,0,0,1
254866,0,Cash loans,F,N,N,1,117000,432000,34051.5,432000,Unaccompanied,Working,Higher education,Married,House / apartment,0.01452,-11488,-4244,-378,-1768,1,1,0,1,0,0,Laborers,3,2,2,FRIDAY,6,0,0,0,0,0,0,Transport,0,0,0,0,-568,0,0,0,0,0,4
361894,1,Revolving loans,F,N,Y,1,112500,405000,20250,405000,Unaccompanied,Working,Higher education,Single / not married,House / apartment,0.020246,-13005,-1031,-1993,-162,1,1,0,1,0,0,Core staff,2,3,3,TUESDAY,8,0,0,0,0,0,0,Government,0,0,0,0,0,0,0,1,0,0,1
439726,0,Cash loans,F,N,Y,0,180000,1195461,35082,936000,Family,State servant,Secondary / secondary special,Married,House / apartment,0.006852,-18923,-8874,-11144,-2472,1,1,0,1,0,0,Medicine staff,2,3,3,FRIDAY,8,0,0,0,0,1,1,Medicine,1,0,1,0,-1905,0,0,0,0,0,1
181039,1,Cash loans,M,N,Y,0,112500,675000,32472,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.002042,-14071,-3806,-979,-4721,1,1,1,1,0,0,Laborers,2,3,3,MONDAY,16,0,0,0,0,0,0,Self-employed,0,0,0,0,-16,0,0,0,0,0,1
190779,0,Cash loans,M,N,Y,1,157500,619254,28822.5,553500,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.04622,-14128,-2047,-8244,-3960,1,1,0,1,0,1,Security staff,3,1,1,SUNDAY,10,0,1,1,0,0,0,Security,4,0,3,0,-732,0,0,0,1,0,4
237859,0,Revolving loans,F,N,N,0,81000,135000,6750,135000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.025164,-19928,-10883,-2731,-3017,1,1,0,1,0,0,Core staff,2,2,2,THURSDAY,13,0,0,0,0,0,0,Kindergarten,0,0,0,0,-1022,0,0,0,0,0,5
258315,1,Cash loans,F,N,Y,0,112500,566055,17352,472500,Unaccompanied,Working,Secondary / secondary special,Separated,House / apartment,0.018634,-19583,-5473,-8183,-2468,1,1,0,1,1,0,Sales staff,1,2,2,TUESDAY,15,0,0,0,0,0,0,Trade,1,0,1,0,-893,0,0,0,0,0,1
210644,1,Cash loans,F,Y,Y,2,270000,157500,17091,157500,Unaccompanied,Working,Secondary / secondary special,Civil marriage,House / apartment,0.030755,-11935,-725,-1273,-1847,1,1,0,1,0,0,Sales staff,4,2,2,FRIDAY,11,0,0,0,0,0,0,Self-employed,0,0,0,0,-309,0,0,0,0,0,4
390505,1,Cash loans,F,N,N,0,112500,1288350,37795.5,1125000,Unaccompanied,Commercial associate,Secondary / secondary special,Widow,House / apartment,0.018801,-23139,-1189,-8383,-4518,1,1,0,1,0,0,Sales staff,1,2,2,SATURDAY,7,0,0,0,0,0,0,Business Entity Type 1,2,0,2,0,-690,0,0,0,0,0,2
406159,0,Cash loans,M,Y,Y,1,180000,225000,13045.5,225000,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.030755,-18075,-6522,-9080,-1625,1,1,0,1,0,0,Security staff,3,2,2,WEDNESDAY,13,0,0,0,0,0,0,Business Entity Type 3,2,0,2,0,-851,0,0,0,2,1,3
453127,1,Cash loans,F,Y,N,2,112500,942300,30397.5,675000,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.035792,-12250,-5432,-5081,-2883,1,1,0,1,1,0,Private service staff,4,2,2,MONDAY,1,0,0,0,0,0,0,Other,0,0,0,0,-1140,0,0,0,0,0,2
